harness,task,model,run,capability_mode,telemetry_trust,tool_set,build_ok,test_ok,in_tok,out_tok,cost_usd,model_calls,telemetry_note,latency_s,workdir,transcript_path,error
raw_api,bug1-petvalidator,deepseek/deepseek-v4-pro,3,single_shot,exact,,True,False,555,444,0.0006,1,legacy raw_api row; one OpenRouter request,12.1,results\bug1-petvalidator__deepseek_deepseek-v4-pro__r3,results\bug1-petvalidator__deepseek_deepseek-v4-pro__r3/_raw_response.txt,
raw_api,bug1-petvalidator,z-ai/glm-5.2,1,single_shot,exact,,True,False,526,837,0.0039,1,legacy raw_api row; one OpenRouter request,8.5,results\bug1-petvalidator__z-ai_glm-5.2__r1,results\bug1-petvalidator__z-ai_glm-5.2__r1/_raw_response.txt,
raw_api,bug1-petvalidator,z-ai/glm-5.2,2,single_shot,exact,,True,False,526,792,0.0037,1,legacy raw_api row; one OpenRouter request,10.8,results\bug1-petvalidator__z-ai_glm-5.2__r2,results\bug1-petvalidator__z-ai_glm-5.2__r2/_raw_response.txt,
raw_api,bug1-petvalidator,z-ai/glm-5.2,3,single_shot,exact,,True,False,526,1115,0.005,1,legacy raw_api row; one OpenRouter request,15.4,results\bug1-petvalidator__z-ai_glm-5.2__r3,results\bug1-petvalidator__z-ai_glm-5.2__r3/_raw_response.txt,
raw_api,bug1-petvalidator,minimax/minimax-m2.7,1,single_shot,exact,,True,False,552,832,0.001,1,legacy raw_api row; one OpenRouter request,12.3,results\bug1-petvalidator__minimax_minimax-m2.7__r1,results\bug1-petvalidator__minimax_minimax-m2.7__r1/_raw_response.txt,
raw_api,bug1-petvalidator,minimax/minimax-m2.7,2,single_shot,exact,,False,False,555,815,0.001,1,legacy raw_api row; one OpenRouter request,14.9,results\bug1-petvalidator__minimax_minimax-m2.7__r2,results\bug1-petvalidator__minimax_minimax-m2.7__r2/_raw_response.txt,
raw_api,bug1-petvalidator,minimax/minimax-m2.7,3,single_shot,exact,,True,False,551,3920,0.0041,1,legacy raw_api row; one OpenRouter request,19.8,results\bug1-petvalidator__minimax_minimax-m2.7__r3,results\bug1-petvalidator__minimax_minimax-m2.7__r3/_raw_response.txt,
raw_api,bug2-ownercontroller,qwen/qwen3.7-plus,1,single_shot,exact,,True,False,1597,3895,0.0055,1,legacy raw_api row; one OpenRouter request,71.8,results\bug2-ownercontroller__qwen_qwen3.7-plus__r1,results\bug2-ownercontroller__qwen_qwen3.7-plus__r1/_raw_response.txt,
raw_api,bug2-ownercontroller,qwen/qwen3.7-plus,2,single_shot,exact,,True,True,1597,2586,0.0038,1,legacy raw_api row; one OpenRouter request,48.4,results\bug2-ownercontroller__qwen_qwen3.7-plus__r2,results\bug2-ownercontroller__qwen_qwen3.7-plus__r2/_raw_response.txt,
raw_api,bug2-ownercontroller,qwen/qwen3.7-plus,3,single_shot,exact,,True,True,1597,3865,0.0055,1,legacy raw_api row; one OpenRouter request,71.4,results\bug2-ownercontroller__qwen_qwen3.7-plus__r3,results\bug2-ownercontroller__qwen_qwen3.7-plus__r3/_raw_response.txt,
raw_api,bug2-ownercontroller,google/gemini-3.1-flash-lite,1,single_shot,exact,,True,True,1751,1662,0.0029,1,legacy raw_api row; one OpenRouter request,6.2,results\bug2-ownercontroller__google_gemini-3.1-flash-lite__r1,results\bug2-ownercontroller__google_gemini-3.1-flash-lite__r1/_raw_response.txt,
raw_api,bug2-ownercontroller,google/gemini-3.1-flash-lite,2,single_shot,exact,,True,True,1751,1662,0.0029,1,legacy raw_api row; one OpenRouter request,9.2,results\bug2-ownercontroller__google_gemini-3.1-flash-lite__r2,results\bug2-ownercontroller__google_gemini-3.1-flash-lite__r2/_raw_response.txt,
raw_api,bug2-ownercontroller,google/gemini-3.1-flash-lite,3,single_shot,exact,,True,True,1752,1662,0.0029,1,legacy raw_api row; one OpenRouter request,4.9,results\bug2-ownercontroller__google_gemini-3.1-flash-lite__r3,results\bug2-ownercontroller__google_gemini-3.1-flash-lite__r3/_raw_response.txt,
raw_api,bug2-ownercontroller,qwen/qwen3-coder-next,1,single_shot,exact,,True,True,1474,1363,0.0013,1,legacy raw_api row; one OpenRouter request,40.1,results\bug2-ownercontroller__qwen_qwen3-coder-next__r1,results\bug2-ownercontroller__qwen_qwen3-coder-next__r1/_raw_response.txt,
raw_api,bug2-ownercontroller,qwen/qwen3-coder-next,2,single_shot,exact,,True,True,1474,1363,0.0013,1,legacy raw_api row; one OpenRouter request,11.6,results\bug2-ownercontroller__qwen_qwen3-coder-next__r2,results\bug2-ownercontroller__qwen_qwen3-coder-next__r2/_raw_response.txt,
raw_api,bug2-ownercontroller,qwen/qwen3-coder-next,3,single_shot,exact,,True,True,1474,1363,0.0013,1,legacy raw_api row; one OpenRouter request,31.4,results\bug2-ownercontroller__qwen_qwen3-coder-next__r3,results\bug2-ownercontroller__qwen_qwen3-coder-next__r3/_raw_response.txt,
raw_api,bug2-ownercontroller,tencent/hy3-preview,1,single_shot,exact,,True,True,1595,3796,0.0011,1,legacy raw_api row; one OpenRouter request,66.4,results\bug2-ownercontroller__tencent_hy3-preview__r1,results\bug2-ownercontroller__tencent_hy3-preview__r1/_raw_response.txt,
raw_api,bug2-ownercontroller,tencent/hy3-preview,2,single_shot,exact,,True,True,1595,2006,0.0006,1,legacy raw_api row; one OpenRouter request,19.1,results\bug2-ownercontroller__tencent_hy3-preview__r2,results\bug2-ownercontroller__tencent_hy3-preview__r2/_raw_response.txt,
raw_api,bug2-ownercontroller,tencent/hy3-preview,3,single_shot,exact,,True,True,1595,2645,0.0008,1,legacy raw_api row; one OpenRouter request,26.5,results\bug2-ownercontroller__tencent_hy3-preview__r3,results\bug2-ownercontroller__tencent_hy3-preview__r3/_raw_response.txt,
raw_api,bug2-ownercontroller,qwen/qwen3-coder,1,single_shot,exact,,True,True,1474,1361,0.0028,1,legacy raw_api row; one OpenRouter request,15.2,results\bug2-ownercontroller__qwen_qwen3-coder__r1,results\bug2-ownercontroller__qwen_qwen3-coder__r1/_raw_response.txt,
raw_api,bug2-ownercontroller,qwen/qwen3-coder,2,single_shot,exact,,True,False,1474,1362,0.0028,1,legacy raw_api row; one OpenRouter request,11.9,results\bug2-ownercontroller__qwen_qwen3-coder__r2,results\bug2-ownercontroller__qwen_qwen3-coder__r2/_raw_response.txt,
raw_api,bug2-ownercontroller,qwen/qwen3-coder,3,single_shot,exact,,True,False,1474,1361,0.0028,1,legacy raw_api row; one OpenRouter request,16.3,results\bug2-ownercontroller__qwen_qwen3-coder__r3,results\bug2-ownercontroller__qwen_qwen3-coder__r3/_raw_response.txt,
raw_api,bug2-ownercontroller,deepseek/deepseek-v4-pro,1,single_shot,exact,,True,False,1614,1508,0.002,1,legacy raw_api row; one OpenRouter request,15.0,results\bug2-ownercontroller__deepseek_deepseek-v4-pro__r1,results\bug2-ownercontroller__deepseek_deepseek-v4-pro__r1/_raw_response.txt,
raw_api,bug2-ownercontroller,deepseek/deepseek-v4-pro,2,single_shot,exact,,True,False,1614,1508,0.002,1,legacy raw_api row; one OpenRouter request,14.7,results\bug2-ownercontroller__deepseek_deepseek-v4-pro__r2,results\bug2-ownercontroller__deepseek_deepseek-v4-pro__r2/_raw_response.txt,
raw_api,bug2-ownercontroller,deepseek/deepseek-v4-pro,3,single_shot,exact,,True,False,1614,1508,0.002,1,legacy raw_api row; one OpenRouter request,29.0,results\bug2-ownercontroller__deepseek_deepseek-v4-pro__r3,results\bug2-ownercontroller__deepseek_deepseek-v4-pro__r3/_raw_response.txt,
raw_api,bug2-ownercontroller,z-ai/glm-5.2,1,single_shot,exact,,False,False,1471,1841,0.0088,1,legacy raw_api row; one OpenRouter request,14.8,results\bug2-ownercontroller__z-ai_glm-5.2__r1,results\bug2-ownercontroller__z-ai_glm-5.2__r1/_raw_response.txt,
raw_api,bug2-ownercontroller,z-ai/glm-5.2,2,single_shot,exact,,False,False,1471,1722,0.0084,1,legacy raw_api row; one OpenRouter request,41.5,results\bug2-ownercontroller__z-ai_glm-5.2__r2,results\bug2-ownercontroller__z-ai_glm-5.2__r2/_raw_response.txt,
raw_api,bug2-ownercontroller,z-ai/glm-5.2,3,single_shot,exact,,True,False,1471,1865,0.0089,1,legacy raw_api row; one OpenRouter request,26.9,results\bug2-ownercontroller__z-ai_glm-5.2__r3,results\bug2-ownercontroller__z-ai_glm-5.2__r3/_raw_response.txt,
raw_api,bug2-ownercontroller,minimax/minimax-m2.7,1,single_shot,exact,,False,False,1592,2108,0.0025,1,legacy raw_api row; one OpenRouter request,24.0,results\bug2-ownercontroller__minimax_minimax-m2.7__r1,results\bug2-ownercontroller__minimax_minimax-m2.7__r1/_raw_response.txt,
raw_api,bug2-ownercontroller,minimax/minimax-m2.7,2,single_shot,exact,,True,False,1591,1844,0.0022,1,legacy raw_api row; one OpenRouter request,6.3,results\bug2-ownercontroller__minimax_minimax-m2.7__r2,results\bug2-ownercontroller__minimax_minimax-m2.7__r2/_raw_response.txt,
raw_api,bug2-ownercontroller,minimax/minimax-m2.7,3,single_shot,exact,,False,False,1591,1878,0.0023,1,legacy raw_api row; one OpenRouter request,7.1,results\bug2-ownercontroller__minimax_minimax-m2.7__r3,results\bug2-ownercontroller__minimax_minimax-m2.7__r3/_raw_response.txt,
raw_api,sb-feat1-name-length,qwen/qwen3.7-plus,1,single_shot,exact,,False,False,623,3275,0.0044,1,legacy raw_api row; one OpenRouter request,60.6,results\sb-feat1-name-length__qwen_qwen3.7-plus__r1,results\sb-feat1-name-length__qwen_qwen3.7-plus__r1/_raw_response.txt,
raw_api,sb-feat1-name-length,qwen/qwen3.7-plus,2,single_shot,exact,,True,True,623,3097,0.0042,1,legacy raw_api row; one OpenRouter request,57.8,results\sb-feat1-name-length__qwen_qwen3.7-plus__r2,results\sb-feat1-name-length__qwen_qwen3.7-plus__r2/_raw_response.txt,
raw_api,sb-feat1-name-length,qwen/qwen3.7-plus,3,single_shot,exact,,False,False,623,3114,0.0042,1,legacy raw_api row; one OpenRouter request,57.6,results\sb-feat1-name-length__qwen_qwen3.7-plus__r3,results\sb-feat1-name-length__qwen_qwen3.7-plus__r3/_raw_response.txt,
raw_api,sb-feat1-name-length,google/gemini-3.1-flash-lite,1,single_shot,exact,,True,True,641,521,0.0009,1,legacy raw_api row; one OpenRouter request,4.8,results\sb-feat1-name-length__google_gemini-3.1-flash-lite__r1,results\sb-feat1-name-length__google_gemini-3.1-flash-lite__r1/_raw_response.txt,
raw_api,sb-feat1-name-length,google/gemini-3.1-flash-lite,2,single_shot,exact,,True,True,641,521,0.0009,1,legacy raw_api row; one OpenRouter request,2.4,results\sb-feat1-name-length__google_gemini-3.1-flash-lite__r2,results\sb-feat1-name-length__google_gemini-3.1-flash-lite__r2/_raw_response.txt,
raw_api,sb-feat1-name-length,google/gemini-3.1-flash-lite,3,single_shot,exact,,True,True,640,521,0.0009,1,legacy raw_api row; one OpenRouter request,2.5,results\sb-feat1-name-length__google_gemini-3.1-flash-lite__r3,results\sb-feat1-name-length__google_gemini-3.1-flash-lite__r3/_raw_response.txt,
raw_api,sb-feat1-name-length,qwen/qwen3-coder-next,1,single_shot,exact,,False,False,573,477,0.0004,1,legacy raw_api row; one OpenRouter request,2.8,results\sb-feat1-name-length__qwen_qwen3-coder-next__r1,results\sb-feat1-name-length__qwen_qwen3-coder-next__r1/_raw_response.txt,
raw_api,sb-feat1-name-length,qwen/qwen3-coder-next,2,single_shot,exact,,False,False,573,462,0.0004,1,legacy raw_api row; one OpenRouter request,11.7,results\sb-feat1-name-length__qwen_qwen3-coder-next__r2,results\sb-feat1-name-length__qwen_qwen3-coder-next__r2/_raw_response.txt,
raw_api,sb-feat1-name-length,qwen/qwen3-coder-next,3,single_shot,exact,,False,False,573,493,0.0005,1,legacy raw_api row; one OpenRouter request,17.0,results\sb-feat1-name-length__qwen_qwen3-coder-next__r3,results\sb-feat1-name-length__qwen_qwen3-coder-next__r3/_raw_response.txt,
raw_api,sb-feat1-name-length,tencent/hy3-preview,1,single_shot,exact,,False,False,592,1308,0.0004,1,legacy raw_api row; one OpenRouter request,17.0,results\sb-feat1-name-length__tencent_hy3-preview__r1,results\sb-feat1-name-length__tencent_hy3-preview__r1/_raw_response.txt,
raw_api,sb-feat1-name-length,tencent/hy3-preview,2,single_shot,exact,,False,False,592,2100,0.0006,1,legacy raw_api row; one OpenRouter request,38.7,results\sb-feat1-name-length__tencent_hy3-preview__r2,results\sb-feat1-name-length__tencent_hy3-preview__r2/_raw_response.txt,
raw_api,sb-feat1-name-length,tencent/hy3-preview,3,single_shot,exact,,True,True,592,1513,0.0004,1,legacy raw_api row; one OpenRouter request,16.7,results\sb-feat1-name-length__tencent_hy3-preview__r3,results\sb-feat1-name-length__tencent_hy3-preview__r3/_raw_response.txt,
raw_api,sb-feat1-name-length,qwen/qwen3-coder,1,single_shot,exact,,False,False,573,473,0.001,1,legacy raw_api row; one OpenRouter request,5.7,results\sb-feat1-name-length__qwen_qwen3-coder__r1,results\sb-feat1-name-length__qwen_qwen3-coder__r1/_raw_response.txt,
raw_api,sb-feat1-name-length,qwen/qwen3-coder,2,single_shot,exact,,False,False,573,473,0.001,1,legacy raw_api row; one OpenRouter request,5.8,results\sb-feat1-name-length__qwen_qwen3-coder__r2,results\sb-feat1-name-length__qwen_qwen3-coder__r2/_raw_response.txt,
raw_api,sb-feat1-name-length,qwen/qwen3-coder,3,single_shot,exact,,False,False,573,473,0.001,1,legacy raw_api row; one OpenRouter request,5.3,results\sb-feat1-name-length__qwen_qwen3-coder__r3,results\sb-feat1-name-length__qwen_qwen3-coder__r3/_raw_response.txt,
raw_api,sb-feat1-name-length,deepseek/deepseek-v4-pro,1,single_shot,exact,,False,False,595,1045,0.0012,1,legacy raw_api row; one OpenRouter request,22.0,results\sb-feat1-name-length__deepseek_deepseek-v4-pro__r1,results\sb-feat1-name-length__deepseek_deepseek-v4-pro__r1/_raw_response.txt,
raw_api,sb-feat1-name-length,deepseek/deepseek-v4-pro,2,single_shot,exact,,True,True,595,1469,0.0015,1,legacy raw_api row; one OpenRouter request,17.2,results\sb-feat1-name-length__deepseek_deepseek-v4-pro__r2,results\sb-feat1-name-length__deepseek_deepseek-v4-pro__r2/_raw_response.txt,
raw_api,sb-feat1-name-length,deepseek/deepseek-v4-pro,3,single_shot,exact,,True,True,595,1221,0.0013,1,legacy raw_api row; one OpenRouter request,23.1,results\sb-feat1-name-length__deepseek_deepseek-v4-pro__r3,results\sb-feat1-name-length__deepseek_deepseek-v4-pro__r3/_raw_response.txt,
raw_api,sb-feat1-name-length,z-ai/glm-5.2,1,single_shot,exact,,True,True,567,1550,0.0068,1,legacy raw_api row; one OpenRouter request,18.6,results\sb-feat1-name-length__z-ai_glm-5.2__r1,results\sb-feat1-name-length__z-ai_glm-5.2__r1/_raw_response.txt,
raw_api,sb-feat1-name-length,z-ai/glm-5.2,2,single_shot,exact,,True,True,567,1285,0.0057,1,legacy raw_api row; one OpenRouter request,59.8,results\sb-feat1-name-length__z-ai_glm-5.2__r2,results\sb-feat1-name-length__z-ai_glm-5.2__r2/_raw_response.txt,
raw_api,sb-feat1-name-length,z-ai/glm-5.2,3,single_shot,exact,,True,True,567,910,0.0042,1,legacy raw_api row; one OpenRouter request,33.0,results\sb-feat1-name-length__z-ai_glm-5.2__r3,results\sb-feat1-name-length__z-ai_glm-5.2__r3/_raw_response.txt,
raw_api,sb-feat1-name-length,minimax/minimax-m2.7,1,single_shot,exact,,False,False,606,2088,0.0022,1,legacy raw_api row; one OpenRouter request,8.0,results\sb-feat1-name-length__minimax_minimax-m2.7__r1,results\sb-feat1-name-length__minimax_minimax-m2.7__r1/_raw_response.txt,
raw_api,sb-feat1-name-length,minimax/minimax-m2.7,2,single_shot,exact,,False,False,606,1546,0.0017,1,legacy raw_api row; one OpenRouter request,5.8,results\sb-feat1-name-length__minimax_minimax-m2.7__r2,results\sb-feat1-name-length__minimax_minimax-m2.7__r2/_raw_response.txt,
raw_api,sb-feat1-name-length,minimax/minimax-m2.7,3,single_shot,exact,,False,False,606,2097,0.0022,1,legacy raw_api row; one OpenRouter request,39.7,results\sb-feat1-name-length__minimax_minimax-m2.7__r3,results\sb-feat1-name-length__minimax_minimax-m2.7__r3/_raw_response.txt,
opencode,bug1-petvalidator,opencode-go/deepseek-v4-flash,1,agent_iterated,parsed,default,True,True,25699,462,0.003996,4,opencode: 4 usage record(s); cost_from_cli,20.2,/Users/mihai/code/nter/model-benchmarking/results/opencode__bug1-petvalidator__opencode-go_deepseek-v4-flash__r1,/Users/mihai/code/nter/model-benchmarking/results/opencode__bug1-petvalidator__opencode-go_deepseek-v4-flash__r1/_raw_response.txt,
opencode,bug1-petvalidator,opencode-go/deepseek-v4-flash,2,agent_iterated,parsed,default,True,True,25589,443,0.003999,4,opencode: 4 usage record(s); cost_from_cli,20.3,/Users/mihai/code/nter/model-benchmarking/results/opencode__bug1-petvalidator__opencode-go_deepseek-v4-flash__r2,/Users/mihai/code/nter/model-benchmarking/results/opencode__bug1-petvalidator__opencode-go_deepseek-v4-flash__r2/_raw_response.txt,
opencode,bug1-petvalidator,opencode-go/deepseek-v4-flash,3,agent_iterated,parsed,default,True,True,25633,427,0.003971,4,opencode: 4 usage record(s); cost_from_cli,18.5,/Users/mihai/code/nter/model-benchmarking/results/opencode__bug1-petvalidator__opencode-go_deepseek-v4-flash__r3,/Users/mihai/code/nter/model-benchmarking/results/opencode__bug1-petvalidator__opencode-go_deepseek-v4-flash__r3/_raw_response.txt,
opencode,bug2-ownercontroller,opencode-go/deepseek-v4-flash,1,agent_iterated,parsed,default,True,True,26983,449,0.004173,4,opencode: 4 usage record(s); cost_from_cli,19.0,/Users/mihai/code/nter/model-benchmarking/results/opencode__bug2-ownercontroller__opencode-go_deepseek-v4-flash__r1,/Users/mihai/code/nter/model-benchmarking/results/opencode__bug2-ownercontroller__opencode-go_deepseek-v4-flash__r1/_raw_response.txt,
opencode,bug2-ownercontroller,opencode-go/deepseek-v4-flash,2,agent_iterated,parsed,default,True,True,29117,692,0.004725,6,opencode: 6 usage record(s); cost_from_cli,42.8,/Users/mihai/code/nter/model-benchmarking/results/opencode__bug2-ownercontroller__opencode-go_deepseek-v4-flash__r2,/Users/mihai/code/nter/model-benchmarking/results/opencode__bug2-ownercontroller__opencode-go_deepseek-v4-flash__r2/_raw_response.txt,
opencode,bug2-ownercontroller,opencode-go/deepseek-v4-flash,3,agent_iterated,parsed,default,True,True,27265,576,0.004337,5,opencode: 5 usage record(s); cost_from_cli,21.0,/Users/mihai/code/nter/model-benchmarking/results/opencode__bug2-ownercontroller__opencode-go_deepseek-v4-flash__r3,/Users/mihai/code/nter/model-benchmarking/results/opencode__bug2-ownercontroller__opencode-go_deepseek-v4-flash__r3/_raw_response.txt,
opencode,sb-feat1-name-length,opencode-go/deepseek-v4-flash,1,agent_iterated,parsed,default,False,False,27036,1024,0.004793,7,opencode: 7 usage record(s); cost_from_cli,37.2,/Users/mihai/code/nter/model-benchmarking/results/opencode__sb-feat1-name-length__opencode-go_deepseek-v4-flash__r1,/Users/mihai/code/nter/model-benchmarking/results/opencode__sb-feat1-name-length__opencode-go_deepseek-v4-flash__r1/_raw_response.txt,
opencode,sb-feat1-name-length,opencode-go/deepseek-v4-flash,2,agent_iterated,parsed,default,False,False,26990,1078,0.004663,7,opencode: 7 usage record(s); cost_from_cli,33.1,/Users/mihai/code/nter/model-benchmarking/results/opencode__sb-feat1-name-length__opencode-go_deepseek-v4-flash__r2,/Users/mihai/code/nter/model-benchmarking/results/opencode__sb-feat1-name-length__opencode-go_deepseek-v4-flash__r2/_raw_response.txt,
opencode,sb-feat1-name-length,opencode-go/deepseek-v4-flash,3,agent_iterated,parsed,default,False,False,26965,872,0.004484,6,opencode: 6 usage record(s); cost_from_cli,29.7,/Users/mihai/code/nter/model-benchmarking/results/opencode__sb-feat1-name-length__opencode-go_deepseek-v4-flash__r3,/Users/mihai/code/nter/model-benchmarking/results/opencode__sb-feat1-name-length__opencode-go_deepseek-v4-flash__r3/_raw_response.txt,
